Date,Load
2019-12-30 00:00:00,534.3
2019-12-30 00:00:00,917.5
2019-12-30 00:00:00,931.4
2019-12-30 00:00:00,1855.4
2019-12-30 00:00:00,749.2
2019-12-30 00:00:00,280.3
2019-12-30 00:00:00,4703.4
2019-12-30 00:00:00,604.2
2019-12-30 01:00:00,1122.5
2019-12-30 01:00:00,1552.7
2019-12-30 01:00:00,518.0
2019-12-30 01:00:00,890.9
2019-12-30 01:00:00,891.8
2019-12-30 01:00:00,1768.3
2019-12-30 01:00:00,721.6
2019-12-30 01:00:00,275.3
2019-12-30 01:00:00,4516.0
2019-12-30 01:00:00,584.5
2019-12-30 01:00:00,1409.6
2019-12-30 02:00:00,1112.5
2019-12-30 02:00:00,1535.0
2019-12-30 02:00:00,502.1
2019-12-30 02:00:00,882.1
2019-12-30 02:00:00,880.8
2019-12-30 02:00:00,1714.7
2019-12-30 02:00:00,713.0
2019-12-30 02:00:00,261.6
2019-12-30 02:00:00,4407.6
2019-12-30 02:00:00,559.4
2019-12-30 02:00:00,1375.9
2019-12-30 03:00:00,1110.7
2019-12-30 03:00:00,1537.3
2019-12-30 03:00:00,496.3
2019-12-30 03:00:00,882.6
2019-12-30 03:00:00,884.1
2019-12-30 03:00:00,1698.2
2019-12-30 03:00:00,717.6
2019-12-30 03:00:00,250.3
2019-12-30 03:00:00,4356.8
2019-12-30 03:00:00,592.0
2019-12-30 03:00:00,1381.7
2019-12-30 04:00:00,1134.2
2019-12-30 04:00:00,1569.1
2019-12-30 04:00:00,501.2
2019-12-30 04:00:00,904.2
2019-12-30 04:00:00,890.5
2019-12-30 04:00:00,1733.3
2019-12-30 04:00:00,740.1
2019-12-30 04:00:00,261.0
2019-12-30 04:00:00,4401.9
2019-12-30 04:00:00,594.2
2019-12-30 04:00:00,1390.1
2019-12-30 05:00:00,1191.2
2019-12-30 05:00:00,1650.3
2019-12-30 05:00:00,528.1
2019-12-30 05:00:00,957.1
2019-12-30 05:00:00,931.4
2019-12-30 05:00:00,1822.5
2019-12-30 05:00:00,788.1
2019-12-30 05:00:00,284.4
2019-12-30 05:00:00,4627.3
2019-12-30 05:00:00,611.1
2019-12-30 05:00:00,1440.6
2019-12-30 06:00:00,1276.2
2019-12-30 06:00:00,1776.1
2019-12-30 06:00:00,574.4
2019-12-30 06:00:00,1039.4
2019-12-30 06:00:00,1000.4
2019-12-30 06:00:00,1973.8
2019-12-30 06:00:00,850.3
2019-12-30 06:00:00,305.5
2019-12-30 06:00:00,5015.2
2019-12-30 06:00:00,624.5
2019-12-30 06:00:00,1509.5
2019-12-30 07:00:00,1353.3
2019-12-30 07:00:00,1879.0
2019-12-30 07:00:00,627.6
2019-12-30 07:00:00,1109.1
2019-12-30 07:00:00,1067.9
2019-12-30 07:00:00,2122.5
2019-12-30 07:00:00,934.2
2019-12-30 07:00:00,329.9
2019-12-30 07:00:00,5436.1
2019-12-30 07:00:00,638.0
2019-12-30 07:00:00,1597.3
2019-12-30 08:00:00,1404.5
2019-12-30 08:00:00,1929.4
2019-12-30 08:00:00,659.9
2019-12-30 08:00:00,1141.5
2019-12-30 08:00:00,1121.8
2019-12-30 08:00:00,2233.9
2019-12-30 08:00:00,979.6
2019-12-30 08:00:00,357.2
2019-12-30 08:00:00,5774.0
2019-12-30 08:00:00,646.1
2019-12-30 08:00:00,1623.2
2019-12-30 09:00:00,1452.8
2019-12-30 09:00:00,1971.8
2019-12-30 09:00:00,690.0
2019-12-30 09:00:00,1155.2
2019-12-30 09:00:00,1165.1
2019-12-30 09:00:00,2352.3
2019-12-30 09:00:00,1011.8
2019-12-30 09:00:00,371.0
2019-12-30 09:00:00,6027.9
2019-12-30 09:00:00,655.9
2019-12-30 09:00:00,1667.9
2019-12-30 10:00:00,1495.9
2019-12-30 10:00:00,2003.1
2019-12-30 10:00:00,712.4
2019-12-30 10:00:00,1172.5
2019-12-30 10:00:00,1193.8
2019-12-30 10:00:00,2440.0
2019-12-30 10:00:00,1037.2
2019-12-30 10:00:00,380.8
2019-12-30 10:00:00,6169.3
2019-12-30 10:00:00,665.1
2019-12-30 10:00:00,1711.9
2019-12-30 11:00:00,1512.6
2019-12-30 11:00:00,1993.3
2019-12-30 11:00:00,719.4
2019-12-30 11:00:00,1176.3
2019-12-30 11:00:00,1207.6
2019-12-30 11:00:00,2480.2
2019-12-30 11:00:00,1050.8
2019-12-30 11:00:00,385.1
2019-12-30 11:00:00,6246.0
2019-12-30 11:00:00,669.8
2019-12-30 11:00:00,1666.4
2019-12-30 12:00:00,1501.8
2019-12-30 12:00:00,1976.2
2019-12-30 12:00:00,724.0
2019-12-30 12:00:00,1158.4
2019-12-30 12:00:00,1199.6
2019-12-30 12:00:00,2498.2
2019-12-30 12:00:00,1037.5
2019-12-30 12:00:00,388.4
2019-12-30 12:00:00,6270.8
2019-12-30 12:00:00,671.4
2019-12-30 12:00:00,1663.3
2019-12-30 13:00:00,1492.8
2019-12-30 13:00:00,1989.0
2019-12-30 13:00:00,726.0
2019-12-30 13:00:00,1150.1
2019-12-30 13:00:00,1203.7
2019-12-30 13:00:00,2498.6
2019-12-30 13:00:00,1026.4
2019-12-30 13:00:00,394.0
2019-12-30 13:00:00,6293.0
2019-12-30 13:00:00,669.1
2019-12-30 13:00:00,1689.4
2019-12-30 14:00:00,1493.3
2019-12-30 14:00:00,1969.5
2019-12-30 14:00:00,723.9
2019-12-30 14:00:00,1159.2
2019-12-30 14:00:00,1202.1
2019-12-30 14:00:00,2510.9
2019-12-30 14:00:00,999.3
2019-12-30 14:00:00,396.1
2019-12-30 14:00:00,6292.8
2019-12-30 14:00:00,668.4
2019-12-30 14:00:00,1713.4
2019-12-30 15:00:00,1496.8
2019-12-30 15:00:00,1958.3
2019-12-30 15:00:00,727.3
2019-12-30 15:00:00,1171.7
2019-12-30 15:00:00,1204.7
2019-12-30 15:00:00,2541.7
2019-12-30 15:00:00,974.7
2019-12-30 15:00:00,400.7
2019-12-30 15:00:00,6317.2
